Run ID,Total Time in Environment,Percentage Searched,Percentage Found,Percentage Not Found,Total Mission Time,Number of Recharges,Time in Backtracking,Percentage Recharging,Min Battery,Max Battery,Average Battery,Dead Bots,WPT Summary
10_50_1_50_10_1_1_5_2_5_0.2_5,2734,41.00,50.00,50.00,3000,5,588,19.60,0,0,0.0,6,Bots Recharged for WPT: 5
10_50_10_1_10_1_1_5_2_5_0.2_5,3283,50.40,50.00,50.00,3000,7,792,26.40,0,57.600000000000136,15.866666666666719,4,Bots Recharged for WPT: 7
10_50_10_10_10_1_1_5_2_5_0.2_5,3210,44.04,40.00,60.00,3000,9,717,23.90,0,77.60000000000008,33.20000000000005,3,Bots Recharged for WPT: 9
10_50_10_20_10_1_1_5_2_5_0.2_5,2431,40.00,60.00,40.00,3000,11,847,28.23,0,82.40000000000006,26.400000000000023,4,Bots Recharged for WPT: 11
10_50_10_50_10_1_1_5_2_5_0.2_5,3184,38.12,40.00,60.00,3000,7,162,5.40,0,89.60000000000004,36.666666666666764,2,Bots Recharged for WPT: 7
10_50_20_1_10_1_1_5_2_5_0.2_5,4556,37.76,10.00,90.00,3000,4,1374,45.80,0,0,0.0,6,Bots Recharged for WPT: 4
10_50_20_10_10_1_1_5_2_5_0.2_5,5000,39.64,0.00,100.00,3000,9,1376,45.87,0,39.20000000000017,6.5333333333333625,5,Bots Recharged for WPT: 9
10_50_20_20_10_1_1_5_2_5_0.2_5,5000,37.64,0.00,100.00,3000,2,924,30.80,0,75.20000000000009,12.533333333333347,5,Bots Recharged for WPT: 2
10_50_20_50_10_1_1_5_2_5_0.2_5,3675,38.56,30.00,70.00,3000,5,794,26.47,0,75.20000000000009,29.3333333333334,3,Bots Recharged for WPT: 5
10_50_50_1_10_1_1_5_2_5_0.2_5,4510,37.36,10.00,90.00,3000,30,623,20.77,0,98.4,43.58268424947778,2,Bots Recharged for WPT: 30
10_50_50_10_10_1_1_5_2_5_0.2_5,2751,36.16,50.00,50.00,3000,9,218,7.27,0,90.40000000000003,26.400000000000023,4,Bots Recharged for WPT: 9
10_50_50_20_10_1_1_5_2_5_0.2_5,4267,36.84,20.00,80.00,3000,10,994,33.13,0,70.4000000000001,31.200000000000063,3,Bots Recharged for WPT: 10
10_50_50_50_10_1_1_5_2_5_0.2_5,2818,35.04,50.00,50.00,3000,5,955,31.83,0,70.4000000000001,22.53333333333337,4,Bots Recharged for WPT: 5
20_1_1_1_10_1_1_5_2_5_0.2_5,3971,47.40,30.00,70.00,3000,8,319,10.63,0,91.20000000000003,53.73333333333338,2,Bots Recharged for WPT: 8
20_1_1_10_10_1_1_5_2_5_0.2_5,3646,36.32,30.00,70.00,3000,6,1199,39.97,0,64.80000000000013,28.933333333333408,3,Bots Recharged for WPT: 6
20_1_1_20_10_1_1_5_2_5_0.2_5,4538,49.08,10.00,90.00,3000,9,266,8.87,0,79.20000000000007,42.53333333333342,2,Bots Recharged for WPT: 9
20_1_1_50_10_1_1_5_2_5_0.2_5,4223,41.72,20.00,80.00,3000,5,1003,33.43,0,56.00000000000013,17.20000000000005,4,Bots Recharged for WPT: 5
20_1_10_1_10_1_1_5_2_5_0.2_5,3356,46.40,60.00,40.00,3000,32,671,22.37,0,90.40000000000003,54.13333333333338,2,Bots Recharged for WPT: 32
20_1_10_10_10_1_1_5_2_5_0.2_5,2712,46.28,60.00,40.00,3000,5,181,6.03,0,78.40000000000008,49.363215145652354,1,Bots Recharged for WPT: 5
20_1_10_20_10_1_1_5_2_5_0.2_5,5000,37.52,0.00,100.00,3000,0,881,29.37,0,78.40000000000008,37.200000000000045,3,Bots Recharged for WPT: 0
20_1_10_50_10_1_1_5_2_5_0.2_5,4027,43.00,30.00,70.00,3000,9,1124,37.47,0,91.20000000000003,28.133333333333354,4,Bots Recharged for WPT: 9
20_1_20_1_10_1_1_5_2_5_0.2_5,2049,52.20,80.00,20.00,3000,6,875,29.17,0,44.000000000000185,14.133333333333391,4,Bots Recharged for WPT: 6
20_1_20_10_10_1_1_5_2_5_0.2_5,3284,49.16,50.00,50.00,3000,11,1140,38.00,0,88.80000000000004,28.400000000000016,4,Bots Recharged for WPT: 11
20_1_20_20_10_1_1_5_2_5_0.2_5,5000,38.32,0.00,100.00,3000,2,1285,42.83,0,56.80000000000011,17.333333333333375,4,Bots Recharged for WPT: 2
20_1_20_50_10_1_1_5_2_5_0.2_5,3775,44.68,30.00,70.00,3000,2,949,31.63,0,0,0.0,6,Bots Recharged for WPT: 2
20_1_50_1_10_1_1_5_2_5_0.2_5,3632,40.32,30.00,70.00,3000,22,1304,43.47,0,100,30.40000000000001,4,Bots Recharged for WPT: 22
20_1_50_10_10_1_1_5_2_5_0.2_5,2982,46.84,50.00,50.00,3000,6,981,32.70,0,55.200000000000145,22.133333333333415,3,Bots Recharged for WPT: 6
20_1_50_20_10_1_1_5_2_5_0.2_5,3279,44.84,50.00,50.00,3000,3,1181,39.37,0,40.800000000000146,12.800000000000054,4,Bots Recharged for WPT: 3
20_1_50_50_10_1_1_5_2_5_0.2_5,5000,35.68,0.00,100.00,3000,1,725,24.17,0,0,0.0,6,Bots Recharged for WPT: 1
20_10_1_1_10_1_1_5_2_5_0.2_5,3546,40.16,30.00,70.00,3000,9,619,20.63,0,90.40000000000003,48.26666666666677,1,Bots Recharged for WPT: 9
20_10_1_10_10_1_1_5_2_5_0.2_5,3755,41.00,30.00,70.00,3000,10,1325,44.17,0,52.80000000000016,8.800000000000027,5,Bots Recharged for WPT: 10
20_10_1_20_10_1_1_5_2_5_0.2_5,3636,40.56,30.00,70.00,3000,7,1962,65.40,0,0,0.0,6,Bots Recharged for WPT: 7
20_10_1_50_10_1_1_5_2_5_0.2_5,3654,42.36,40.00,60.00,3000,11,1084,36.13,0,84.00000000000006,21.33333333333337,4,Bots Recharged for WPT: 11
20_10_10_1_10_1_1_5_2_5_0.2_5,3226,47.80,40.00,60.00,3000,12,956,31.87,0,96.80000000000001,45.86666666666668,3,Bots Recharged for WPT: 12
20_10_10_10_10_1_1_5_2_5_0.2_5,3346,43.08,40.00,60.00,3000,10,676,22.53,0,76.80000000000008,22.13333333333337,4,Bots Recharged for WPT: 10
20_10_10_20_10_1_1_5_2_5_0.2_5,3193,44.44,40.00,60.00,3000,4,1082,36.07,0,67.20000000000012,11.200000000000019,5,Bots Recharged for WPT: 4
20_10_10_50_10_1_1_5_2_5_0.2_5,4039,38.32,20.00,80.00,3000,1,1039,34.63,0,76.80000000000008,12.800000000000013,5,Bots Recharged for WPT: 1
20_10_20_1_10_1_1_5_2_5_0.2_5,2454,51.92,70.00,30.00,3000,15,1001,33.37,0,85.60000000000005,33.866666666666724,3,Bots Recharged for WPT: 15
20_10_20_10_10_1_1_5_2_5_0.2_5,3677,45.24,30.00,70.00,3000,13,920,30.67,0,67.20000000000012,26.1333333333334,3,Bots Recharged for WPT: 13
20_10_20_20_10_1_1_5_2_5_0.2_5,4436,45.72,20.00,80.00,3000,11,1731,57.70,0,69.60000000000011,11.600000000000017,5,Bots Recharged for WPT: 11
20_10_20_50_10_1_1_5_2_5_0.2_5,3214,50.28,40.00,60.00,3000,7,1289,42.97,0,17.33513025221659,4.589190153946359,4,Bots Recharged for WPT: 7
20_10_50_1_10_1_1_5_2_5_0.2_5,2565,40.92,60.00,40.00,3000,1,1791,59.70,0,46.40000000000018,7.733333333333364,5,Bots Recharged for WPT: 1
20_10_50_10_10_1_1_5_2_5_0.2_5,3712,40.76,30.00,70.00,3000,2,1680,56.00,0,0,0.0,6,Bots Recharged for WPT: 2
20_10_50_20_10_1_1_5_2_5_0.2_5,2954,51.04,50.00,50.00,3000,5,1319,43.97,0,0,0.0,6,Bots Recharged for WPT: 5
20_10_50_50_10_1_1_5_2_5_0.2_5,3060,45.28,50.00,50.00,3000,10,1302,43.40,0,0,0.0,6,Bots Recharged for WPT: 10
20_20_1_1_10_1_1_5_2_5_0.2_5,4559,41.08,10.00,90.00,3000,2,2001,66.70,0,0,0.0,6,Bots Recharged for WPT: 2
20_20_1_10_10_1_1_5_2_5_0.2_5,2552,48.56,60.00,40.00,3000,6,527,17.57,0,77.60000000000008,24.13333333333341,3,Bots Recharged for WPT: 6
20_20_1_20_10_1_1_5_2_5_0.2_5,5000,41.40,0.00,100.00,3000,13,895,29.83,0,84.80000000000005,20.525769360373072,3,Bots Recharged for WPT: 13
20_20_1_50_10_1_1_5_2_5_0.2_5,3653,39.52,30.00,70.00,3000,1,1331,44.37,0,0,0.0,6,Bots Recharged for WPT: 1
20_20_10_1_10_1_1_5_2_5_0.2_5,3030,48.76,50.00,50.00,3000,21,778,25.93,0,91.20000000000003,56.400000000000084,1,Bots Recharged for WPT: 21
20_20_10_10_10_1_1_5_2_5_0.2_5,2471,47.80,60.00,40.00,3000,23,662,22.07,0,86.40000000000005,42.53333333333341,2,Bots Recharged for WPT: 23
20_20_10_20_10_1_1_5_2_5_0.2_5,2737,44.04,50.00,50.00,3000,21,886,29.53,0,88.00000000000004,51.733333333333384,2,Bots Recharged for WPT: 21
20_20_10_50_10_1_1_5_2_5_0.2_5,4193,39.48,20.00,80.00,3000,26,1087,36.23,0,100,35.19934801614877,2,Bots Recharged for WPT: 26
20_20_20_1_10_1_1_5_2_5_0.2_5,3633,42.00,30.00,70.00,3000,120,739,24.63,0,100,37.86666666666674,2,Bots Recharged for WPT: 120
20_20_20_10_10_1_1_5_2_5_0.2_5,3182,40.60,40.00,60.00,3000,0,1311,43.70,0,0,0.0,6,Bots Recharged for WPT: 0
20_20_20_20_10_1_1_5_2_5_0.2_5,4106,46.12,20.00,80.00,3000,9,721,24.03,0,52.80000000000015,16.000000000000053,4,Bots Recharged for WPT: 9
20_20_20_50_10_1_1_5_2_5_0.2_5,4106,43.20,20.00,80.00,3000,6,1559,51.97,0,0,0.0,6,Bots Recharged for WPT: 6
20_20_50_1_10_1_1_5_2_5_0.2_5,3183,43.24,40.00,60.00,3000,8,1274,42.47,0,49.60000000000016,12.266666666666723,4,Bots Recharged for WPT: 8
20_20_50_10_10_1_1_5_2_5_0.2_5,3819,43.44,30.00,70.00,3000,8,963,32.10,0,60.80000000000014,18.666666666666714,4,Bots Recharged for WPT: 8
20_20_50_20_10_1_1_5_2_5_0.2_5,4550,42.44,10.00,90.00,3000,13,981,32.70,0,80.00000000000007,37.434921596736395,2,Bots Recharged for WPT: 13
20_20_50_50_10_1_1_5_2_5_0.2_5,4032,37.76,20.00,80.00,3000,1,1878,62.60,0,0,0.0,6,Bots Recharged for WPT: 1
20_50_1_1_10_1_1_5_2_5_0.2_5,4212,42.36,30.00,70.00,3000,2,1849,61.63,0,74.40000000000009,12.400000000000015,5,Bots Recharged for WPT: 2
20_50_1_10_10_1_1_5_2_5_0.2_5,3518,45.72,40.00,60.00,3000,11,504,16.80,0,88.00000000000004,42.933333333333415,2,Bots Recharged for WPT: 11
20_50_1_20_10_1_1_5_2_5_0.2_5,2826,43.32,50.00,50.00,3000,6,1685,56.17,0,0,0.0,6,Bots Recharged for WPT: 6
20_50_1_50_10_1_1_5_2_5_0.2_5,3584,41.40,30.00,70.00,3000,5,1882,62.73,0,41.60000000000015,6.933333333333358,5,Bots Recharged for WPT: 5
20_50_10_1_10_1_1_5_2_5_0.2_5,3706,37.60,30.00,70.00,3000,1,1819,60.63,0,0,0.0,6,Bots Recharged for WPT: 1
20_50_10_10_10_1_1_5_2_5_0.2_5,3565,36.12,30.00,70.00,3000,6,1786,59.53,0,0,0.0,6,Bots Recharged for WPT: 6
20_50_10_20_10_1_1_5_2_5_0.2_5,2961,39.12,50.00,50.00,3000,5,899,29.97,0,70.4000000000001,11.73333333333335,5,Bots Recharged for WPT: 5
20_50_10_50_10_1_1_5_2_5_0.2_5,3985,37.64,30.00,70.00,3000,3,1450,48.33,0,40.000000000000185,6.666666666666697,5,Bots Recharged for WPT: 3
20_50_20_1_10_1_1_5_2_5_0.2_5,4101,42.84,20.00,80.00,3000,1,553,18.43,0,54.400000000000155,9.066666666666693,5,Bots Recharged for WPT: 1
20_50_20_10_10_1_1_5_2_5_0.2_5,3689,46.04,30.00,70.00,3000,62,1617,53.90,0,100,31.200000000000006,4,Bots Recharged for WPT: 62
20_50_20_20_10_1_1_5_2_5_0.2_5,5000,45.04,0.00,100.00,3000,6,979,32.63,0,51.20000000000017,8.533333333333362,5,Bots Recharged for WPT: 6
20_50_20_50_10_1_1_5_2_5_0.2_5,4543,39.48,10.00,90.00,3000,2,1892,63.07,0,0,0.0,6,Bots Recharged for WPT: 2
20_50_50_1_10_1_1_5_2_5_0.2_5,3199,39.32,40.00,60.00,3000,17,1045,34.83,0,80.80000000000007,24.400000000000034,4,Bots Recharged for WPT: 17
20_50_50_10_10_1_1_5_2_5_0.2_5,3642,42.68,30.00,70.00,3000,18,1468,48.93,0,60.80000000000014,10.133333333333356,5,Bots Recharged for WPT: 18
20_50_50_20_10_1_1_5_2_5_0.2_5,3364,43.92,40.00,60.00,3000,10,1436,47.87,0,25.257840680585833,4.209640113430972,5,Bots Recharged for WPT: 10
20_50_50_50_10_1_1_5_2_5_0.2_5,3681,37.64,30.00,70.00,3000,0,1314,43.80,0,54.40000000000016,9.066666666666693,5,Bots Recharged for WPT: 0
50_1_1_1_10_1_1_5_2_5_0.2_5,4614,36.20,10.00,90.00,3000,0,1589,52.97,0,88.00000000000004,18.400000000000034,4,Bots Recharged for WPT: 0
50_1_1_10_10_1_1_5_2_5_0.2_5,3941,43.12,30.00,70.00,3000,5,963,32.10,0,88.00000000000004,30.153167761346612,3,Bots Recharged for WPT: 5
50_1_1_20_10_1_1_5_2_5_0.2_5,5000,41.60,0.00,100.00,3000,1,1615,53.83,0,88.00000000000004,14.666666666666673,5,Bots Recharged for WPT: 1
50_1_1_50_10_1_1_5_2_5_0.2_5,4608,37.08,10.00,90.00,3000,0,1507,50.23,0,88.00000000000004,26.800000000000022,4,Bots Recharged for WPT: 0
50_1_10_1_10_1_1_5_2_5_0.2_5,4437,39.92,20.00,80.00,3000,1,1399,46.63,0,88.00000000000004,14.666666666666673,5,Bots Recharged for WPT: 1
50_1_10_10_10_1_1_5_2_5_0.2_5,5000,37.84,0.00,100.00,3000,3,902,30.07,0,88.00000000000004,35.60000000000005,3,Bots Recharged for WPT: 3
50_1_10_20_10_1_1_5_2_5_0.2_5,3882,40.36,40.00,60.00,3000,11,514,17.13,0,88.00000000000004,58.933333333333415,1,Bots Recharged for WPT: 11
50_1_10_50_10_1_1_5_2_5_0.2_5,4596,44.00,20.00,80.00,3000,4,303,10.10,0,90.40000000000003,48.40000000000006,2,Bots Recharged for WPT: 4
50_1_20_1_10_1_1_5_2_5_0.2_5,4099,35.52,20.00,80.00,3000,0,2008,66.93,0,88.00000000000004,14.666666666666673,5,Bots Recharged for WPT: 0
50_1_20_10_10_1_1_5_2_5_0.2_5,4494,39.36,20.00,80.00,3000,3,1018,33.93,0,88.00000000000004,14.666666666666673,5,Bots Recharged for WPT: 3
50_1_20_20_10_1_1_5_2_5_0.2_5,4122,36.52,20.00,80.00,3000,0,1584,52.80,0,88.00000000000004,24.400000000000034,4,Bots Recharged for WPT: 0
50_1_20_50_10_1_1_5_2_5_0.2_5,4657,40.72,10.00,90.00,3000,1,1482,49.40,0,88.00000000000004,14.666666666666673,5,Bots Recharged for WPT: 1
50_1_50_1_10_1_1_5_2_5_0.2_5,4366,41.52,20.00,80.00,3000,5,813,27.10,0,98.4,42.53333333333341,2,Bots Recharged for WPT: 5
50_1_50_10_10_1_1_5_2_5_0.2_5,4514,43.36,10.00,90.00,3000,1,956,31.87,0,55.20000000000013,17.066666666666706,4,Bots Recharged for WPT: 1
50_1_50_20_10_1_1_5_2_5_0.2_5,4080,46.44,30.00,70.00,3000,1,805,26.83,0,0,0.0,6,Bots Recharged for WPT: 1
50_1_50_50_10_1_1_5_2_5_0.2_5,4537,38.80,10.00,90.00,3000,3,932,31.07,0,82.40000000000006,36.40000000000005,3,Bots Recharged for WPT: 3
50_10_1_1_10_1_1_5_2_5_0.2_5,3298,40.36,40.00,60.00,3000,7,1745,58.17,0,78.40000000000008,20.266666666666705,4,Bots Recharged for WPT: 7
50_10_1_10_10_1_1_5_2_5_0.2_5,5000,41.00,0.00,100.00,3000,1,1594,53.13,0,56.80000000000015,9.466666666666692,5,Bots Recharged for WPT: 1
50_10_1_20_10_1_1_5_2_5_0.2_5,3806,43.52,30.00,70.00,3000,1,2127,70.90,0,0,0.0,6,Bots Recharged for WPT: 1
