Run ID,Total Time in Environment,Percentage Searched,Percentage Found,Percentage Not Found,Total Mission Time,Number of Recharges,Time in Backtracking,Percentage Recharging,Min Battery,Max Battery,Average Battery,Dead Bots,WPT Summary
20_20_1_50_10_1_1_5_2_5_0.2_5,3920,25.20,40.00,60.00,3000,2,861,28.70,0,100,26.26666666666669,4,Bots Recharged for WPT: 2
20_20_10_1_10_1_1_5_2_5_0.2_5,3687,26.56,40.00,60.00,3000,5,755,25.17,0,100,55.8666666666667,2,Bots Recharged for WPT: 5
20_20_10_10_10_1_1_5_2_5_0.2_5,4805,25.36,10.00,90.00,3000,5,610,20.33,0,100,44.85221541828881,2,Bots Recharged for WPT: 5
20_20_10_20_10_1_1_5_2_5_0.2_5,4236,22.68,20.00,80.00,3000,4,569,18.97,0,100,51.46666666666672,2,Bots Recharged for WPT: 4
20_20_10_50_10_1_1_5_2_5_0.2_5,5000,23.20,0.00,100.00,3000,7,597,19.90,0,100,65.86335870353182,1,Bots Recharged for WPT: 7
20_20_20_1_10_1_1_5_2_5_0.2_5,4114,27.48,40.00,60.00,3000,3,867,28.90,0,100,22.000000000000032,4,Bots Recharged for WPT: 3
20_20_20_10_10_1_1_5_2_5_0.2_5,4668,23.52,10.00,90.00,3000,3,870,29.00,0,100,27.20000000000002,4,Bots Recharged for WPT: 3
20_20_20_20_10_1_1_5_2_5_0.2_5,3997,22.08,30.00,70.00,3000,2,1048,34.93,0,100,18.530494219866057,4,Bots Recharged for WPT: 2
20_20_20_50_10_1_1_5_2_5_0.2_5,2442,25.52,70.00,30.00,3000,5,536,17.87,0,100,50.400000000000055,2,Bots Recharged for WPT: 5
20_20_50_1_10_1_1_5_2_5_0.2_5,3964,27.76,30.00,70.00,3000,3,964,32.13,0,100,16.666666666666668,5,Bots Recharged for WPT: 3
20_20_50_10_10_1_1_5_2_5_0.2_5,4296,28.40,40.00,60.00,3000,4,430,14.33,0,100,47.40366054973854,1,Bots Recharged for WPT: 4
20_20_50_20_10_1_1_5_2_5_0.2_5,3669,21.24,30.00,70.00,3000,2,851,28.37,0,100,26.933333333333383,3,Bots Recharged for WPT: 2
20_20_50_50_10_1_1_5_2_5_0.2_5,5000,21.76,0.00,100.00,3000,37,1462,48.73,0,100,16.666666666666668,5,Bots Recharged for WPT: 37
20_50_1_1_10_1_1_5_2_5_0.2_5,4135,21.16,20.00,80.00,3000,18,1291,43.03,0,100,16.666666666666668,5,Bots Recharged for WPT: 18
20_50_1_10_10_1_1_5_2_5_0.2_5,2795,24.76,60.00,40.00,3000,5,587,19.57,0,100,34.80000000000005,3,Bots Recharged for WPT: 5
20_50_1_20_10_1_1_5_2_5_0.2_5,3492,27.16,40.00,60.00,3000,6,704,23.47,0,100,38.80000000000003,3,Bots Recharged for WPT: 6
20_50_1_50_10_1_1_5_2_5_0.2_5,4198,22.92,20.00,80.00,3000,34,1295,43.17,0,100,16.666666666666668,5,Bots Recharged for WPT: 34
20_50_10_1_10_1_1_5_2_5_0.2_5,3420,30.20,40.00,60.00,3000,6,920,30.67,0,100,40.53333333333336,3,Bots Recharged for WPT: 6
20_50_10_10_10_1_1_5_2_5_0.2_5,3072,26.16,70.00,30.00,3000,4,1031,34.37,0,100,23.73333333333336,4,Bots Recharged for WPT: 4
20_50_10_20_10_1_1_5_2_5_0.2_5,4592,23.52,10.00,90.00,3000,8,514,17.13,0,100,46.80000000000007,2,Bots Recharged for WPT: 8
20_50_10_50_10_1_1_5_2_5_0.2_5,3629,24.84,30.00,70.00,3000,6,1078,35.93,0,100,35.466666666666704,3,Bots Recharged for WPT: 6
20_50_20_1_10_1_1_5_2_5_0.2_5,4580,22.72,10.00,90.00,3000,3,1279,42.63,0,100,30.666666666666675,4,Bots Recharged for WPT: 3
20_50_20_10_10_1_1_5_2_5_0.2_5,2013,29.36,90.00,10.00,3000,6,939,31.30,0,100,30.68818138693769,3,Bots Recharged for WPT: 6
20_50_20_20_10_1_1_5_2_5_0.2_5,4068,23.84,40.00,60.00,3000,4,767,25.57,0,100,33.333333333333336,4,Bots Recharged for WPT: 4
20_50_20_50_10_1_1_5_2_5_0.2_5,3278,28.44,60.00,40.00,3000,5,1009,33.63,0,100,22.128735521937255,4,Bots Recharged for WPT: 5
20_50_50_1_10_1_1_5_2_5_0.2_5,4131,21.56,20.00,80.00,3000,6,929,30.97,0,100,38.80000000000003,3,Bots Recharged for WPT: 6
20_50_50_10_10_1_1_5_2_5_0.2_5,4812,21.92,10.00,90.00,3000,32,1442,48.07,0,100,16.666666666666668,5,Bots Recharged for WPT: 32
20_50_50_20_10_1_1_5_2_5_0.2_5,4922,23.76,10.00,90.00,3000,4,1023,34.10,0,100,19.036594974204057,4,Bots Recharged for WPT: 4
20_50_50_50_10_1_1_5_2_5_0.2_5,2746,25.40,50.00,50.00,3000,19,1273,42.43,0,100,16.666666666666668,5,Bots Recharged for WPT: 19
50_1_1_1_10_1_1_5_2_5_0.2_5,3446,22.28,50.00,50.00,3000,1,640,21.33,0,100,49.05063579207839,2,Bots Recharged for WPT: 1
50_1_1_10_10_1_1_5_2_5_0.2_5,4548,20.72,10.00,90.00,3000,2,517,17.23,0,100,60.40000000000003,2,Bots Recharged for WPT: 2
50_1_1_20_10_1_1_5_2_5_0.2_5,4549,16.56,10.00,90.00,3000,1,435,14.50,0,100,73.4666666666667,1,Bots Recharged for WPT: 1
50_1_1_50_10_1_1_5_2_5_0.2_5,4111,19.96,20.00,80.00,3000,1,438,14.60,0,100,67.08990490921875,1,Bots Recharged for WPT: 1
50_1_10_1_10_1_1_5_2_5_0.2_5,4225,24.00,30.00,70.00,3000,2,435,14.50,0,100,60.53333333333335,2,Bots Recharged for WPT: 2
50_1_10_10_10_1_1_5_2_5_0.2_5,4465,20.40,30.00,70.00,3000,1,478,15.93,0,100,58.66666666666669,2,Bots Recharged for WPT: 1
50_1_10_20_10_1_1_5_2_5_0.2_5,4149,16.60,20.00,80.00,3000,1,423,14.10,0,100,73.60000000000004,1,Bots Recharged for WPT: 1
50_1_10_50_10_1_1_5_2_5_0.2_5,3409,19.92,40.00,60.00,3000,2,367,12.23,0,100,74.00000000000003,1,Bots Recharged for WPT: 2
50_1_20_1_10_1_1_5_2_5_0.2_5,3471,23.24,40.00,60.00,3000,1,474,15.80,0,100,52.66702913941425,2,Bots Recharged for WPT: 1
50_1_20_10_10_1_1_5_2_5_0.2_5,5000,20.52,0.00,100.00,3000,1,469,15.63,0,100,60.00000000000002,2,Bots Recharged for WPT: 1
50_1_20_20_10_1_1_5_2_5_0.2_5,3737,17.48,30.00,70.00,3000,1,420,14.00,0,100,73.73333333333336,1,Bots Recharged for WPT: 1
50_1_20_50_10_1_1_5_2_5_0.2_5,5000,15.88,0.00,100.00,3000,1,430,14.33,0,100,71.46666666666671,1,Bots Recharged for WPT: 1
50_1_50_1_10_1_1_5_2_5_0.2_5,4332,24.92,20.00,80.00,3000,3,310,10.33,0,100,63.475489047315016,1,Bots Recharged for WPT: 3
50_1_50_10_10_1_1_5_2_5_0.2_5,4692,22.04,30.00,70.00,3000,2,438,14.60,0,100,60.40000000000003,2,Bots Recharged for WPT: 2
50_1_50_20_10_1_1_5_2_5_0.2_5,3647,16.12,30.00,70.00,3000,1,434,14.47,0,100,73.60000000000004,1,Bots Recharged for WPT: 1
50_1_50_50_10_1_1_5_2_5_0.2_5,5000,16.40,0.00,100.00,3000,1,428,14.27,0,100,73.60000000000004,1,Bots Recharged for WPT: 1
50_10_1_1_10_1_1_5_2_5_0.2_5,3211,20.52,40.00,60.00,3000,2,818,27.27,0,100,46.00000000000002,3,Bots Recharged for WPT: 2
50_10_1_10_10_1_1_5_2_5_0.2_5,4251,23.52,20.00,80.00,3000,4,514,17.13,0,100,68.66666666666671,1,Bots Recharged for WPT: 4
50_10_1_20_10_1_1_5_2_5_0.2_5,2530,27.20,70.00,30.00,3000,5,599,19.97,0,100,59.60000000000002,2,Bots Recharged for WPT: 5
50_10_1_50_10_1_1_5_2_5_0.2_5,4450,23.40,20.00,80.00,3000,3,579,19.30,0,100,56.400000000000034,2,Bots Recharged for WPT: 3
50_10_10_1_10_1_1_5_2_5_0.2_5,4272,22.36,20.00,80.00,3000,3,825,27.50,0,100,57.200000000000024,2,Bots Recharged for WPT: 3
50_10_10_10_10_1_1_5_2_5_0.2_5,3901,22.08,30.00,70.00,3000,2,802,26.73,0,100,51.40576284588072,2,Bots Recharged for WPT: 2
50_10_10_20_10_1_1_5_2_5_0.2_5,4463,25.96,20.00,80.00,3000,2,715,23.83,0,100,35.600000000000044,3,Bots Recharged for WPT: 2
50_10_10_50_10_1_1_5_2_5_0.2_5,4551,23.88,10.00,90.00,3000,3,748,24.93,0,100,45.73333333333335,3,Bots Recharged for WPT: 3
50_10_20_1_10_1_1_5_2_5_0.2_5,5000,23.16,0.00,100.00,3000,4,522,17.40,0,100,55.466666666666704,2,Bots Recharged for WPT: 4
50_10_20_10_10_1_1_5_2_5_0.2_5,3713,26.16,50.00,50.00,3000,6,174,5.80,47.20000000000014,100,83.20000000000005,0,Bots Recharged for WPT: 6
50_10_20_20_10_1_1_5_2_5_0.2_5,3262,26.40,70.00,30.00,3000,2,754,25.13,0,100,41.4666666666667,3,Bots Recharged for WPT: 2
50_10_20_50_10_1_1_5_2_5_0.2_5,3691,22.08,40.00,60.00,3000,3,725,24.17,0,100,58.66666666666669,2,Bots Recharged for WPT: 3
50_10_50_1_10_1_1_5_2_5_0.2_5,3849,24.28,40.00,60.00,3000,1,1047,34.90,0,100,33.648725389450696,3,Bots Recharged for WPT: 1
50_10_50_10_10_1_1_5_2_5_0.2_5,4235,23.68,30.00,70.00,3000,4,584,19.47,0,100,61.49800512623984,1,Bots Recharged for WPT: 4
50_10_50_20_10_1_1_5_2_5_0.2_5,4845,24.96,10.00,90.00,3000,3,407,13.57,0,100,53.86666666666671,2,Bots Recharged for WPT: 3
50_10_50_50_10_1_1_5_2_5_0.2_5,4508,24.48,20.00,80.00,3000,3,762,25.40,0,100,43.06666666666669,3,Bots Recharged for WPT: 3
50_20_1_1_10_1_1_5_2_5_0.2_5,4698,21.16,10.00,90.00,3000,5,1156,38.53,0,100,16.666666666666668,5,Bots Recharged for WPT: 5
50_20_1_10_10_1_1_5_2_5_0.2_5,5000,22.04,0.00,100.00,3000,1,1069,35.63,0,100,21.600000000000033,4,Bots Recharged for WPT: 1
50_20_1_20_10_1_1_5_2_5_0.2_5,3409,22.20,40.00,60.00,3000,4,507,16.90,0,100,48.66666666666672,2,Bots Recharged for WPT: 4
50_20_1_50_10_1_1_5_2_5_0.2_5,3005,27.28,80.00,20.00,3000,2,1065,35.50,0,100,24.266909201943907,4,Bots Recharged for WPT: 2
50_20_10_1_10_1_1_5_2_5_0.2_5,3934,28.60,60.00,40.00,3000,5,517,17.23,0,100,52.133333333333375,2,Bots Recharged for WPT: 5
50_20_10_10_10_1_1_5_2_5_0.2_5,4261,24.32,20.00,80.00,3000,3,942,31.40,0,100,28.133333333333354,4,Bots Recharged for WPT: 3
50_20_10_20_10_1_1_5_2_5_0.2_5,4605,24.56,20.00,80.00,3000,4,876,29.20,0,100,44.133333333333354,3,Bots Recharged for WPT: 4
50_20_10_50_10_1_1_5_2_5_0.2_5,4339,26.80,40.00,60.00,3000,3,885,29.50,0,100,35.85053285540065,3,Bots Recharged for WPT: 3
50_20_20_1_10_1_1_5_2_5_0.2_5,4417,25.28,40.00,60.00,3000,4,502,16.73,0,100,49.733333333333384,2,Bots Recharged for WPT: 4
50_20_20_10_10_1_1_5_2_5_0.2_5,4787,27.04,20.00,80.00,3000,2,1029,34.30,0,100,26.133333333333358,4,Bots Recharged for WPT: 2
50_20_20_20_10_1_1_5_2_5_0.2_5,5000,22.96,0.00,100.00,3000,2,932,31.07,0,100,32.43615561083211,3,Bots Recharged for WPT: 2
50_20_20_50_10_1_1_5_2_5_0.2_5,3979,23.40,30.00,70.00,3000,2,943,31.43,0,100,34.400000000000034,3,Bots Recharged for WPT: 2
50_20_50_1_10_1_1_5_2_5_0.2_5,3379,22.00,40.00,60.00,3000,5,494,16.47,0,100,68.93333333333338,1,Bots Recharged for WPT: 5
50_20_50_10_10_1_1_5_2_5_0.2_5,3644,25.36,40.00,60.00,3000,4,577,19.23,0,100,55.600000000000044,2,Bots Recharged for WPT: 4
50_20_50_20_10_1_1_5_2_5_0.2_5,5000,24.28,0.00,100.00,3000,3,716,23.87,0,100,41.37070572070054,2,Bots Recharged for WPT: 3
50_20_50_50_10_1_1_5_2_5_0.2_5,4667,23.72,30.00,70.00,3000,3,593,19.77,0,100,54.93333333333337,2,Bots Recharged for WPT: 3
50_50_1_1_10_1_1_5_2_5_0.2_5,4683,21.24,10.00,90.00,3000,29,1008,33.60,0,100,16.666666666666668,5,Bots Recharged for WPT: 29
50_50_1_10_10_1_1_5_2_5_0.2_5,3355,27.56,50.00,50.00,3000,5,509,16.97,0,100,57.73333333333337,2,Bots Recharged for WPT: 5
50_50_1_20_10_1_1_5_2_5_0.2_5,4888,23.80,20.00,80.00,3000,4,914,30.47,0,100,33.28969133381349,3,Bots Recharged for WPT: 4
50_50_1_50_10_1_1_5_2_5_0.2_5,4994,22.84,10.00,90.00,3000,7,522,17.40,0,100,66.5333333333334,1,Bots Recharged for WPT: 7
50_50_10_1_10_1_1_5_2_5_0.2_5,3389,27.72,50.00,50.00,3000,4,537,17.90,0,100,42.13333333333339,2,Bots Recharged for WPT: 4
50_50_10_10_10_1_1_5_2_5_0.2_5,4124,26.24,20.00,80.00,3000,4,837,27.90,0,100,36.624800515366694,3,Bots Recharged for WPT: 4
50_50_10_20_10_1_1_5_2_5_0.2_5,2841,24.08,50.00,50.00,3000,4,1044,34.80,0,100,27.733333333333352,4,Bots Recharged for WPT: 4
50_50_10_50_10_1_1_5_2_5_0.2_5,3982,24.08,30.00,70.00,3000,3,919,30.63,0,100,31.108613743252192,3,Bots Recharged for WPT: 3
50_50_20_1_10_1_1_5_2_5_0.2_5,4556,21.28,10.00,90.00,3000,4,790,26.33,0,100,39.466666666666704,3,Bots Recharged for WPT: 4
50_50_20_10_10_1_1_5_2_5_0.2_5,3533,27.40,50.00,50.00,3000,5,911,30.37,0,100,40.13333333333336,3,Bots Recharged for WPT: 5
