Run ID,Total Time in Environment,Percentage Searched,Percentage Found,Percentage Not Found,Total Mission Time,Number of Recharges,Time in Backtracking,Percentage Recharging,Min Battery,Max Battery,Average Battery,Dead Bots,WPT Summary
10_20_10_50_10_1_1_5_2_5_0.2_5,5000,32.84,0.00,100.00,3000,13,989,32.97,0,100,32.13333333333333,4,Bots Recharged for WPT: 13
10_20_20_1_10_1_1_5_2_5_0.2_5,4557,49.36,10.00,90.00,3000,36,1051,35.03,0,100,27.20000000000002,4,Bots Recharged for WPT: 36
10_20_20_10_10_1_1_5_2_5_0.2_5,4563,30.04,10.00,90.00,3000,0,915,30.50,0,100,22.133333333333372,4,Bots Recharged for WPT: 0
10_20_20_20_10_1_1_5_2_5_0.2_5,4791,44.76,10.00,90.00,3000,34,1172,39.07,0,100,39.60000000000004,3,Bots Recharged for WPT: 34
10_20_20_50_10_1_1_5_2_5_0.2_5,5000,36.00,0.00,100.00,3000,11,741,24.70,0,100,26.26666666666669,4,Bots Recharged for WPT: 11
10_20_50_1_10_1_1_5_2_5_0.2_5,5000,31.52,0.00,100.00,3000,12,892,29.73,0,100,28.53333333333335,4,Bots Recharged for WPT: 12
10_20_50_10_10_1_1_5_2_5_0.2_5,5000,36.12,0.00,100.00,3000,21,873,29.10,0,100,48.133333333333404,2,Bots Recharged for WPT: 21
10_20_50_20_10_1_1_5_2_5_0.2_5,5000,39.04,0.00,100.00,3000,36,587,19.57,42.400000000000205,100,74.40000000000009,0,Bots Recharged for WPT: 36
10_20_50_50_10_1_1_5_2_5_0.2_5,5000,36.08,0.00,100.00,3000,26,528,17.60,0,100,57.60000000000003,2,Bots Recharged for WPT: 26
10_50_1_1_10_1_1_5_2_5_0.2_5,5000,42.88,0.00,100.00,3000,8,830,27.67,0,100,23.4666666666667,4,Bots Recharged for WPT: 8
10_50_1_10_10_1_1_5_2_5_0.2_5,4554,47.76,10.00,90.00,3000,22,602,20.07,0,100,40.13333333333342,2,Bots Recharged for WPT: 22
10_50_1_20_10_1_1_5_2_5_0.2_5,5000,41.40,0.00,100.00,3000,12,428,14.27,0,100,37.73333333333341,2,Bots Recharged for WPT: 12
10_50_1_50_10_1_1_5_2_5_0.2_5,4536,29.44,10.00,90.00,3000,4,539,17.97,0,100,42.266666666666694,3,Bots Recharged for WPT: 4
10_50_10_1_10_1_1_5_2_5_0.2_5,5000,54.56,0.00,100.00,3000,45,484,16.13,0,100,42.24925034593821,2,Bots Recharged for WPT: 45
10_50_10_10_10_1_1_5_2_5_0.2_5,5000,37.84,0.00,100.00,3000,7,1215,40.50,0,100,28.666666666666686,4,Bots Recharged for WPT: 7
10_50_10_20_10_1_1_5_2_5_0.2_5,4856,47.08,10.00,90.00,3000,28,412,13.73,0,100,38.000000000000085,2,Bots Recharged for WPT: 28
10_50_10_50_10_1_1_5_2_5_0.2_5,5000,41.24,0.00,100.00,3000,29,1119,37.30,0,100,30.71890039993472,3,Bots Recharged for WPT: 29
10_50_20_1_10_1_1_5_2_5_0.2_5,3772,54.40,40.00,60.00,3000,29,793,26.43,0,100,34.393196494213406,2,Bots Recharged for WPT: 29
10_50_20_10_10_1_1_5_2_5_0.2_5,4912,46.72,10.00,90.00,3000,23,773,25.77,0,100,45.4881531971242,2,Bots Recharged for WPT: 23
10_50_20_20_10_1_1_5_2_5_0.2_5,4945,43.56,10.00,90.00,3000,20,1048,34.93,0,100,57.60000000000003,2,Bots Recharged for WPT: 20
10_50_20_50_10_1_1_5_2_5_0.2_5,4770,33.60,10.00,90.00,3000,9,699,23.30,0,100,47.733333333333405,2,Bots Recharged for WPT: 9
10_50_50_1_10_1_1_5_2_5_0.2_5,5000,32.64,0.00,100.00,3000,12,1103,36.77,0,100,48.00000000000001,3,Bots Recharged for WPT: 12
10_50_50_10_10_1_1_5_2_5_0.2_5,5000,36.48,0.00,100.00,3000,19,650,21.67,0,100,24.666666666666696,4,Bots Recharged for WPT: 19
10_50_50_20_10_1_1_5_2_5_0.2_5,5000,39.32,0.00,100.00,3000,27,772,25.73,0,100,56.468564824338614,1,Bots Recharged for WPT: 27
10_50_50_50_10_1_1_5_2_5_0.2_5,5000,30.76,0.00,100.00,3000,6,488,16.27,0,100,53.8666666666667,2,Bots Recharged for WPT: 6
20_1_1_1_10_1_1_5_2_5_0.2_5,4720,50.36,30.00,70.00,3000,11,1205,40.17,0,100,37.0666666666667,3,Bots Recharged for WPT: 11
20_1_1_10_10_1_1_5_2_5_0.2_5,4587,42.96,10.00,90.00,3000,13,1445,48.17,0,100,25.200000000000028,4,Bots Recharged for WPT: 13
20_1_1_20_10_1_1_5_2_5_0.2_5,5000,45.16,0.00,100.00,3000,18,776,25.87,0,100,39.4666666666667,3,Bots Recharged for WPT: 18
20_1_1_50_10_1_1_5_2_5_0.2_5,4070,39.32,20.00,80.00,3000,11,176,5.87,0,100,30.18210178960545,2,Bots Recharged for WPT: 11
20_1_10_1_10_1_1_5_2_5_0.2_5,4538,54.80,10.00,90.00,3000,20,1055,35.17,0,100,43.33333333333335,3,Bots Recharged for WPT: 20
20_1_10_10_10_1_1_5_2_5_0.2_5,5000,51.16,0.00,100.00,3000,34,754,25.13,0,100,22.666666666666703,4,Bots Recharged for WPT: 34
20_1_10_20_10_1_1_5_2_5_0.2_5,4150,35.92,20.00,80.00,3000,17,609,20.30,0,100,61.33333333333335,2,Bots Recharged for WPT: 17
20_1_10_50_10_1_1_5_2_5_0.2_5,4552,38.80,10.00,90.00,3000,16,562,18.73,0,100,54.00000000000011,1,Bots Recharged for WPT: 16
20_1_20_1_10_1_1_5_2_5_0.2_5,5000,48.68,0.00,100.00,3000,24,711,23.70,0,100,57.0666666666667,2,Bots Recharged for WPT: 24
20_1_20_10_10_1_1_5_2_5_0.2_5,4088,50.88,20.00,80.00,3000,32,609,20.30,0,100,31.58149756116998,3,Bots Recharged for WPT: 32
20_1_20_20_10_1_1_5_2_5_0.2_5,5000,39.68,0.00,100.00,3000,16,822,27.40,0,100,30.93333333333334,4,Bots Recharged for WPT: 16
20_1_20_50_10_1_1_5_2_5_0.2_5,3616,45.92,30.00,70.00,3000,20,915,30.50,0,100,45.06666666666674,2,Bots Recharged for WPT: 20
20_1_50_1_10_1_1_5_2_5_0.2_5,4537,47.72,10.00,90.00,3000,19,1203,40.10,0,100,22.933373522014893,3,Bots Recharged for WPT: 19
20_1_50_10_10_1_1_5_2_5_0.2_5,4300,48.40,20.00,80.00,3000,23,1222,40.73,0,100,31.556450659078205,3,Bots Recharged for WPT: 23
20_1_50_20_10_1_1_5_2_5_0.2_5,4534,26.72,10.00,90.00,3000,2,749,24.97,0,100,25.466666666666697,4,Bots Recharged for WPT: 2
20_1_50_50_10_1_1_5_2_5_0.2_5,4537,35.76,10.00,90.00,3000,7,181,6.03,0,100,41.73333333333336,3,Bots Recharged for WPT: 7
20_10_1_1_10_1_1_5_2_5_0.2_5,5000,47.40,0.00,100.00,3000,22,499,16.63,0,100,31.866666666666674,4,Bots Recharged for WPT: 22
20_10_1_10_10_1_1_5_2_5_0.2_5,4545,53.32,10.00,90.00,3000,36,921,30.70,0,100,43.54331308348083,2,Bots Recharged for WPT: 36
20_10_1_20_10_1_1_5_2_5_0.2_5,3389,49.60,50.00,50.00,3000,32,1698,56.60,0,100,36.133333333333375,3,Bots Recharged for WPT: 32
20_10_1_50_10_1_1_5_2_5_0.2_5,3630,26.32,30.00,70.00,3000,3,936,31.20,0,100,24.933333333333366,4,Bots Recharged for WPT: 3
20_10_10_1_10_1_1_5_2_5_0.2_5,4557,53.60,10.00,90.00,3000,33,585,19.50,0,100,43.466666666666775,1,Bots Recharged for WPT: 33
20_10_10_10_10_1_1_5_2_5_0.2_5,4536,42.72,10.00,90.00,3000,85,1587,52.90,0,100,16.666666666666668,5,Bots Recharged for WPT: 85
20_10_10_20_10_1_1_5_2_5_0.2_5,4074,49.56,20.00,80.00,3000,27,639,21.30,0,100,49.866666666666724,2,Bots Recharged for WPT: 27
20_10_10_50_10_1_1_5_2_5_0.2_5,5000,39.72,0.00,100.00,3000,21,478,15.93,0,100,44.66666666666674,2,Bots Recharged for WPT: 21
20_10_20_1_10_1_1_5_2_5_0.2_5,5000,47.00,0.00,100.00,3000,30,882,29.40,0,100,44.26666666666674,2,Bots Recharged for WPT: 30
20_10_20_10_10_1_1_5_2_5_0.2_5,5000,51.28,0.00,100.00,3000,18,883,29.43,0,100,48.133333333333404,2,Bots Recharged for WPT: 18
20_10_20_20_10_1_1_5_2_5_0.2_5,3647,43.28,30.00,70.00,3000,27,1024,34.13,0,100,50.80000000000006,2,Bots Recharged for WPT: 27
20_10_20_50_10_1_1_5_2_5_0.2_5,5000,34.44,0.00,100.00,3000,7,423,14.10,0,100,41.33333333333342,2,Bots Recharged for WPT: 7
20_10_50_1_10_1_1_5_2_5_0.2_5,4699,47.00,10.00,90.00,3000,26,832,27.73,0,100,56.133333333333375,2,Bots Recharged for WPT: 26
20_10_50_10_10_1_1_5_2_5_0.2_5,5000,26.48,0.00,100.00,3000,4,869,28.97,0,100,45.466666666666676,3,Bots Recharged for WPT: 4
20_10_50_20_10_1_1_5_2_5_0.2_5,4068,40.76,20.00,80.00,3000,25,558,18.60,0,100,55.20000000000004,2,Bots Recharged for WPT: 25
20_10_50_50_10_1_1_5_2_5_0.2_5,4107,43.80,20.00,80.00,3000,17,1147,38.23,0,100,30.133333333333344,4,Bots Recharged for WPT: 17
20_20_1_1_10_1_1_5_2_5_0.2_5,4091,27.88,20.00,80.00,3000,0,528,17.60,0,100,27.466666666666686,4,Bots Recharged for WPT: 0
20_20_1_10_10_1_1_5_2_5_0.2_5,4540,27.88,10.00,90.00,3000,2,896,29.87,0,100,30.666666666666725,3,Bots Recharged for WPT: 2
20_20_1_20_10_1_1_5_2_5_0.2_5,4462,57.12,20.00,80.00,3000,37,663,22.10,0,100,46.48438602411301,1,Bots Recharged for WPT: 37
20_20_1_50_10_1_1_5_2_5_0.2_5,5000,46.60,0.00,100.00,3000,33,328,10.93,0,100,43.22107007489324,2,Bots Recharged for WPT: 33
20_20_10_1_10_1_1_5_2_5_0.2_5,4072,46.60,20.00,80.00,3000,15,1480,49.33,0,100,27.866666666666685,4,Bots Recharged for WPT: 15
20_20_10_10_10_1_1_5_2_5_0.2_5,3893,51.84,40.00,60.00,3000,35,609,20.30,0,100,42.80000000000002,3,Bots Recharged for WPT: 35
20_20_10_20_10_1_1_5_2_5_0.2_5,5000,30.12,0.00,100.00,3000,2,411,13.70,0,100,45.73333333333335,3,Bots Recharged for WPT: 2
20_20_10_50_10_1_1_5_2_5_0.2_5,5000,44.24,0.00,100.00,3000,29,683,22.77,0,100,50.53333333333339,2,Bots Recharged for WPT: 29
20_20_20_1_10_1_1_5_2_5_0.2_5,4878,48.04,10.00,90.00,3000,15,1001,33.37,0,100,30.92961380991457,2,Bots Recharged for WPT: 15
20_20_20_10_10_1_1_5_2_5_0.2_5,3634,54.44,30.00,70.00,3000,52,654,21.80,0,100,50.80000000000006,2,Bots Recharged for WPT: 52
20_20_20_20_10_1_1_5_2_5_0.2_5,3688,47.40,40.00,60.00,3000,19,1314,43.80,0,100,28.266666666666683,4,Bots Recharged for WPT: 19
20_20_20_50_10_1_1_5_2_5_0.2_5,3608,40.40,30.00,70.00,3000,16,289,9.63,0,100,70.40000000000005,1,Bots Recharged for WPT: 16
20_20_50_1_10_1_1_5_2_5_0.2_5,5000,48.60,0.00,100.00,3000,37,898,29.93,0,100,32.55422536235441,2,Bots Recharged for WPT: 37
20_20_50_10_10_1_1_5_2_5_0.2_5,4068,46.20,20.00,80.00,3000,26,1185,39.50,0,100,25.866666666666692,4,Bots Recharged for WPT: 26
20_20_50_20_10_1_1_5_2_5_0.2_5,5000,52.16,0.00,100.00,3000,29,571,19.03,0,100,41.866666666666745,2,Bots Recharged for WPT: 29
20_20_50_50_10_1_1_5_2_5_0.2_5,5000,33.92,0.00,100.00,3000,19,920,30.67,0,100,28.633665245782037,3,Bots Recharged for WPT: 19
20_50_1_1_10_1_1_5_2_5_0.2_5,4071,51.84,20.00,80.00,3000,17,772,25.73,0,100,58.53333333333336,2,Bots Recharged for WPT: 17
20_50_1_10_10_1_1_5_2_5_0.2_5,3433,41.20,50.00,50.00,3000,59,1433,47.77,0,100,16.666666666666668,5,Bots Recharged for WPT: 59
20_50_1_20_10_1_1_5_2_5_0.2_5,5000,49.96,0.00,100.00,3000,21,946,31.53,0,100,42.033871168423296,2,Bots Recharged for WPT: 21
20_50_1_50_10_1_1_5_2_5_0.2_5,5000,36.88,0.00,100.00,3000,24,580,19.33,0,100,60.13333333333342,1,Bots Recharged for WPT: 24
20_50_10_1_10_1_1_5_2_5_0.2_5,4285,56.12,20.00,80.00,3000,18,1282,42.73,0,100,31.333333333333343,4,Bots Recharged for WPT: 18
20_50_10_10_10_1_1_5_2_5_0.2_5,4533,60.20,10.00,90.00,3000,24,1283,42.77,0,100,35.39167122444537,3,Bots Recharged for WPT: 24
20_50_10_20_10_1_1_5_2_5_0.2_5,4087,28.96,20.00,80.00,3000,5,937,31.23,0,100,46.80000000000005,2,Bots Recharged for WPT: 5
20_50_10_50_10_1_1_5_2_5_0.2_5,4050,48.48,30.00,70.00,3000,26,645,21.50,0,100,68.80000000000005,1,Bots Recharged for WPT: 26
20_50_20_1_10_1_1_5_2_5_0.2_5,4538,53.48,20.00,80.00,3000,18,512,17.07,0,100,35.84184918702124,2,Bots Recharged for WPT: 18
20_50_20_10_10_1_1_5_2_5_0.2_5,4586,29.76,10.00,90.00,3000,8,534,17.80,0,100,29.866666666666678,4,Bots Recharged for WPT: 8
20_50_20_20_10_1_1_5_2_5_0.2_5,4537,28.00,10.00,90.00,3000,1,919,30.63,0,100,26.00000000000003,4,Bots Recharged for WPT: 1
20_50_20_50_10_1_1_5_2_5_0.2_5,4122,40.96,20.00,80.00,3000,23,1096,36.53,0,100,42.00000000000003,3,Bots Recharged for WPT: 23
20_50_50_1_10_1_1_5_2_5_0.2_5,5000,39.08,0.00,100.00,3000,14,793,26.43,0,100,40.400000000000034,3,Bots Recharged for WPT: 14
20_50_50_10_10_1_1_5_2_5_0.2_5,4759,41.72,10.00,90.00,3000,14,584,19.47,0,100,46.9333333333334,2,Bots Recharged for WPT: 14
20_50_50_20_10_1_1_5_2_5_0.2_5,5000,53.76,0.00,100.00,3000,30,463,15.43,0,100,49.97534005949211,1,Bots Recharged for WPT: 30
20_50_50_50_10_1_1_5_2_5_0.2_5,4710,49.44,10.00,90.00,3000,30,728,24.27,0,100,40.66666666666674,2,Bots Recharged for WPT: 30
50_1_1_1_10_1_1_5_2_5_0.2_5,3170,57.60,40.00,60.00,3000,36,905,30.17,0,100,43.24643638614132,1,Bots Recharged for WPT: 36
50_1_1_10_10_1_1_5_2_5_0.2_5,3189,33.80,40.00,60.00,3000,4,584,19.47,0,100,47.33333333333334,3,Bots Recharged for WPT: 4
50_1_1_20_10_1_1_5_2_5_0.2_5,4078,26.00,20.00,80.00,3000,2,96,3.20,0,100,37.466666666666704,3,Bots Recharged for WPT: 2
50_1_1_50_10_1_1_5_2_5_0.2_5,5000,38.40,0.00,100.00,3000,4,1564,52.13,0,100,28.800000000000015,4,Bots Recharged for WPT: 4
50_1_10_1_10_1_1_5_2_5_0.2_5,5000,35.40,0.00,100.00,3000,17,579,19.30,0,100,60.40000000000007,1,Bots Recharged for WPT: 17
50_1_10_10_10_1_1_5_2_5_0.2_5,5000,46.56,0.00,100.00,3000,32,915,30.50,0,100,26.26666666666669,4,Bots Recharged for WPT: 32
50_1_10_20_10_1_1_5_2_5_0.2_5,4677,51.72,10.00,90.00,3000,23,973,32.43,0,100,43.60000000000008,2,Bots Recharged for WPT: 23
50_1_10_50_10_1_1_5_2_5_0.2_5,4148,48.20,20.00,80.00,3000,28,952,31.73,0,100,38.53721097090602,2,Bots Recharged for WPT: 28
50_1_20_1_10_1_1_5_2_5_0.2_5,4533,43.68,10.00,90.00,3000,11,1649,54.97,0,100,29.866666666666678,4,Bots Recharged for WPT: 11
50_1_20_10_10_1_1_5_2_5_0.2_5,4535,44.24,10.00,90.00,3000,15,190,6.33,35.24851213554634,100,67.87475202259112,0,Bots Recharged for WPT: 15
50_1_20_20_10_1_1_5_2_5_0.2_5,4536,37.92,10.00,90.00,3000,5,453,15.10,0,100,20.53333333333336,4,Bots Recharged for WPT: 5
50_1_20_50_10_1_1_5_2_5_0.2_5,3649,48.44,30.00,70.00,3000,33,1306,43.53,0,100,26.400000000000023,4,Bots Recharged for WPT: 33
50_1_50_1_10_1_1_5_2_5_0.2_5,3549,53.72,50.00,50.00,3000,18,821,27.37,0,100,25.466666666666697,4,Bots Recharged for WPT: 18
50_1_50_10_10_1_1_5_2_5_0.2_5,3671,55.16,30.00,70.00,3000,27,931,31.03,0,100,45.20000000000002,3,Bots Recharged for WPT: 27
50_1_50_20_10_1_1_5_2_5_0.2_5,5000,32.56,0.00,100.00,3000,5,1149,38.30,0,100,27.06666666666669,4,Bots Recharged for WPT: 5
50_1_50_50_10_1_1_5_2_5_0.2_5,5000,49.40,0.00,100.00,3000,41,1154,38.47,0,100,26.133333333333358,4,Bots Recharged for WPT: 41
50_10_1_1_10_1_1_5_2_5_0.2_5,4207,54.92,30.00,70.00,3000,33,515,17.17,13.091164199023815,100,74.048527366504,0,Bots Recharged for WPT: 33
